,Datetime,Stock,Entry Price,Exit Price,Exit Time,PnL
0,2022-04-08 09:30:00,601108.SS,8.092305183410645,8.092305183410645,14:57:00,0.0
1,2022-04-11 09:30:00,002761.SZ,26.34000015258789,26.86680015563965,10:00:00,0.019999999999999993
2,2022-04-11 09:30:00,600563.SS,178.8800048828125,177.98560485839843,10:00:00,-0.005000000000000032
3,2022-04-11 09:30:00,300373.SZ,66.79000091552734,66.45605091094971,10:30:00,-0.004999999999999906
4,2022-04-11 09:30:00,002409.SZ,46.95000076293945,46.71525075912476,10:30:00,-0.004999999999999976
5,2022-04-11 09:30:00,300776.SZ,82.5859375,82.1730078125,10:30:00,-0.0049999999999999585
6,2022-04-12 09:30:00,600298.SS,37.79999923706055,37.610999240875245,10:00:00,-0.004999999999999985
7,2022-04-12 09:30:00,603456.SS,43.02000045776367,43.88040046691895,10:30:00,0.020000000000000098
8,2022-04-12 09:30:00,603317.SS,10.89285659790039,11.110713729858398,10:30:00,0.01999999999999998
9,2022-04-12 09:30:00,600765.SS,26.592857360839844,26.459893074035644,10:00:00,-0.005000000000000005
10,2022-04-12 09:30:00,002505.SZ,3.059999942779541,3.0446999430656434,10:00:00,-0.004999999999999971
11,2022-04-13 09:30:00,002531.SZ,12.0,11.94,10:00:00,-0.005000000000000042
12,2022-04-13 09:30:00,688690.SS,66.0,67.32000000000001,13:30:00,0.02000000000000011
13,2022-04-13 09:30:00,688390.SS,133.36734008789062,132.70050338745116,10:00:00,-0.00500000000000006
14,2022-04-13 09:30:00,300861.SZ,49.06666564941406,48.82133232116699,10:00:00,-0.005000000000000011
15,2022-04-13 09:30:00,688116.SS,82.93243408203125,82.5177719116211,11:00:00,-0.004999999999999965
16,2022-04-14 09:30:00,300682.SZ,23.299999237060547,23.76599922180176,13:30:00,0.02000000000000009
17,2022-04-14 09:30:00,688516.SS,131.51034545898438,130.85279373168945,10:00:00,-0.005000000000000061
18,2022-04-14 09:30:00,603026.SS,119.25,118.65375,10:00:00,-0.004999999999999981
19,2022-04-14 09:30:00,000958.SZ,4.78000020980835,4.820000171661377,14:57:00,0.008368192488977131
20,2022-04-14 09:30:00,600563.SS,155.0,158.1,13:30:00,0.019999999999999962
21,2022-04-15 09:30:00,300558.SZ,46.400001525878906,47.0,14:57:00,0.012931001172197238
22,2022-04-15 09:30:00,601016.SS,4.130000114440918,4.212600116729736,10:00:00,0.019999999999999973
23,2022-04-15 09:30:00,000997.SZ,14.510000228881836,14.437450227737427,11:00:00,-0.004999999999999965
24,2022-04-15 09:30:00,688200.SS,172.5712127685547,171.70835670471192,10:30:00,-0.00499999999999998
25,2022-04-15 09:30:00,002444.SZ,14.270000457763672,14.198650455474853,10:00:00,-0.005000000000000025
26,2022-04-18 09:30:00,600329.SS,21.959999084472656,21.850199089050292,14:00:00,-0.005000000000000026
27,2022-04-18 09:30:00,300182.SZ,4.880000114440918,4.8556001138687135,10:00:00,-0.004999999999999978
28,2022-04-18 09:30:00,603026.SS,111.26000213623048,110.70370212554933,10:00:00,-0.00500000000000003
29,2022-04-18 09:30:00,688778.SS,50.71428680419922,50.46071537017822,14:00:00,-0.005000000000000034
30,2022-04-18 09:30:00,603267.SS,107.68000030517578,109.8336003112793,10:00:00,0.02000000000000001
31,2022-04-19 09:30:00,600521.SS,16.65999984741211,16.99319984436035,10:00:00,0.019999999999999976
32,2022-04-19 09:30:00,300070.SZ,5.190000057220459,5.210000038146973,14:57:00,0.0038535608296745958
33,2022-04-19 09:30:00,688778.SS,50.07857131958008,51.08014274597168,10:00:00,0.01999999999999996
34,2022-04-19 09:30:00,300026.SZ,6.53000020980835,6.497350208759308,10:30:00,-0.0050000000000000435
35,2022-04-19 09:30:00,300058.SZ,6.659999847412109,6.793199844360352,13:30:00,0.020000000000000042
36,2022-04-20 09:30:00,600906.SS,8.760000228881836,8.716200227737426,11:00:00,-0.0050000000000000894
37,2022-04-20 09:30:00,601198.SS,9.09000015258789,9.044550151824952,10:00:00,-0.00499999999999993
38,2022-04-21 09:30:00,300058.SZ,6.550000190734863,6.517250189781189,10:00:00,-0.005000000000000032
39,2022-04-21 09:30:00,600906.SS,8.25,8.20875,10:00:00,-0.004999999999999974
40,2022-04-21 09:30:00,601456.SS,10.170000076293944,10.119150075912474,14:00:00,-0.004999999999999987
41,2022-04-21 09:30:00,601198.SS,9.0,8.955,10:30:00,-0.004999999999999992
42,2022-04-21 09:30:00,002797.SZ,5.510000228881836,5.482450227737426,10:00:00,-0.005000000000000084
43,2022-04-22 09:30:00,600906.SS,8.140000343322754,8.09930034160614,10:00:00,-0.004999999999999991
44,2022-04-22 09:30:00,002128.SZ,14.5,14.790000000000001,10:30:00,0.020000000000000063
45,2022-04-22 09:30:00,002901.SZ,35.400001525878906,35.22300151824951,10:00:00,-0.005000000000000024
46,2022-04-22 09:30:00,601456.SS,10.029999732971191,9.979849734306335,10:30:00,-0.005000000000000085
47,2022-04-25 09:30:00,600348.SS,7.3333330154418945,7.296666350364685,10:00:00,-0.005000000000000019
48,2022-04-25 09:30:00,300568.SZ,18.059999465942383,17.96969946861267,10:00:00,-0.005000000000000008
49,2022-04-25 09:30:00,688778.SS,44.5,44.277499999999996,10:30:00,-0.005000000000000083
50,2022-04-25 09:30:00,688200.SS,151.11395263671875,150.35838287353516,10:00:00,-0.004999999999999955
51,2022-04-25 09:30:00,600906.SS,7.670000076293945,7.823400077819825,10:30:00,0.020000000000000066
52,2022-04-26 09:30:00,600056.SS,14.285714149475098,14.5714284324646,11:00:00,0.02000000000000004
53,2022-04-26 09:30:00,002901.SZ,34.0,33.83,14:00:00,-0.00500000000000005
54,2022-04-26 09:30:00,688105.SS,69.3499984741211,70.73699844360351,10:30:00,0.019999999999999934
55,2022-04-27 09:30:00,600282.SS,3.400000095367432,3.383000094890595,10:00:00,-0.004999999999999994
56,2022-04-27 09:30:00,600500.SS,5.590000152587891,5.562050151824951,10:00:00,-0.005000000000000032
57,2022-04-27 09:30:00,600157.SS,1.4600000381469729,1.4892000389099123,11:00:00,0.01999999999999995
58,2022-04-27 09:30:00,603858.SS,17.950000762939453,18.309000778198243,10:00:00,0.02000000000000004
59,2022-04-27 09:30:00,600782.SS,5.380000114440918,5.487600116729737,11:00:00,0.020000000000000046
60,2022-04-28 09:30:00,000739.SZ,18.21999931335449,18.128899316787717,10:00:00,-0.0049999999999999776
61,2022-04-28 09:30:00,002683.SZ,18.450000762939453,18.357750759124755,10:00:00,-0.0050000000000000305
62,2022-04-28 09:30:00,600155.SS,7.650000095367432,7.611750094890595,13:30:00,-0.004999999999999967
63,2022-04-28 09:30:00,002500.SZ,4.820000171661377,4.916400175094605,13:30:00,0.020000000000000087
64,2022-04-28 09:30:00,601828.SS,4.989999771118164,4.9650497722625735,10:00:00,-0.00499999999999995
65,2022-04-29 09:30:00,002867.SZ,11.420000076293944,11.648400077819822,10:00:00,0.019999999999999983
66,2022-04-29 09:30:00,600764.SS,19.46999931335449,19.85939929962158,10:00:00,0.020000000000000025
67,2022-04-29 09:30:00,688185.SS,143.92999267578125,146.80859252929687,10:00:00,0.019999999999999993
68,2022-04-29 09:30:00,601828.SS,4.78000020980835,4.875600214004517,10:30:00,0.02000000000000002
69,2022-04-29 09:30:00,600535.SS,9.970000267028809,10.169400272369385,10:00:00,0.02000000000000005
70,2022-05-05 09:30:00,000933.SZ,11.979999542236328,11.979999542236328,14:57:00,0.0
71,2022-05-06 09:30:00,300677.SZ,23.341665267944336,23.224956941604614,10:00:00,-0.0050000000000000305
72,2022-05-06 09:30:00,600909.SS,4.21999979019165,4.1988997912406925,11:00:00,-0.004999999999999925
73,2022-05-06 09:30:00,000933.SZ,11.979999542236328,11.979999542236328,14:57:00,0.0
74,2022-05-09 09:30:00,601990.SS,7.179999828338623,7.25,14:57:00,0.009749327762529245
75,2022-05-09 09:30:00,300677.SZ,23.0,23.46,11:00:00,0.02000000000000004
76,2022-05-09 09:30:00,000933.SZ,11.979999542236328,11.979999542236328,14:57:00,0.0
77,2022-05-10 09:30:00,002939.SZ,7.699999809265137,7.661499810218811,10:00:00,-0.004999999999999977
78,2022-05-10 09:30:00,300677.SZ,23.00833320617676,23.468499870300295,14:00:00,0.01999999999999995
79,2022-05-10 09:30:00,000933.SZ,11.979999542236328,11.979999542236328,14:57:00,0.0
