,Datetime,Stock,Entry Price,Exit Price,Exit Time,PnL
29,2022-04-19 10:00:00,sh.600466,1.94,1.9788,11:00:00,0.019999999999999973
30,2022-04-19 10:00:00,sh.600291,2.61,2.61,15:00:00,0.0
31,2022-04-19 10:00:00,sz.300070,5.2,5.21,15:00:00,0.001923076923076882
32,2022-04-20 10:00:00,sh.600291,2.48,2.48,15:00:00,0.0
33,2022-04-21 10:00:00,sh.601456,10.18,10.1291,11:30:00,-0.005000000000000038
34,2022-04-21 10:00:00,sz.002901,36.21,36.02895,11:00:00,-0.004999999999999973
35,2022-04-21 10:00:00,sz.300070,5.12,5.0944,11:00:00,-0.00499999999999997
36,2022-04-21 10:00:00,sh.600466,1.86,1.8507,11:30:00,-0.005000000000000046
37,2022-04-21 10:00:00,sh.600291,2.36,2.36,15:00:00,0.0
38,2022-04-22 10:00:00,sz.002901,34.26,34.9452,13:30:00,0.020000000000000052
39,2022-04-22 10:00:00,sz.002603,28.13,27.989349999999998,11:00:00,-0.00500000000000003
40,2022-04-22 10:00:00,sh.600056,21.25,21.14375,11:00:00,-0.004999999999999966
41,2022-04-22 10:00:00,sh.600291,2.24,2.24,15:00:00,0.0
42,2022-04-25 10:00:00,sz.000739,20.75,20.64625,11:00:00,-0.0050000000000000756
43,2022-04-25 10:00:00,sz.000717,3.92,3.9004,11:00:00,-0.005000000000000016
44,2022-04-25 10:00:00,sz.000630,3.53,3.5123499999999996,11:00:00,-0.005000000000000047
45,2022-04-25 10:00:00,sz.002110,6.86,6.8257,11:00:00,-0.004999999999999999
46,2022-04-25 10:00:00,sz.002002,3.59,3.57205,11:00:00,-0.004999999999999975
47,2022-04-26 10:00:00,sz.000778,4.22,4.3044,11:00:00,0.020000000000000115
48,2022-04-26 10:00:00,sz.000401,10.29,10.238549999999998,14:00:00,-0.005000000000000086
49,2022-04-26 10:00:00,sz.300274,58.15,59.313,11:00:00,0.020000000000000066
50,2022-04-26 10:00:00,sz.002603,26.1,25.9695,14:30:00,-0.005000000000000053
51,2022-04-26 10:00:00,sh.600291,2.02,2.02,15:00:00,0.0
52,2022-04-27 10:00:00,sz.000718,3.35,3.33325,11:00:00,-0.005000000000000012
53,2022-04-27 10:00:00,sz.000402,5.49,5.46255,11:00:00,-0.004999999999999995
54,2022-04-27 10:00:00,sh.603858,17.89,18.2478,11:00:00,0.020000000000000056
55,2022-04-27 10:00:00,sz.000046,1.43,1.42285,11:30:00,-0.004999999999999993
56,2022-04-27 10:00:00,sh.603866,13.55,13.48225,11:00:00,-0.005000000000000015
57,2022-04-28 10:00:00,sz.000732,1.8,1.791,13:30:00,-0.005000000000000066
58,2022-04-28 10:00:00,sh.600291,1.82,1.82,15:00:00,0.0
59,2022-04-28 10:00:00,sh.603866,13.22,13.1539,13:30:00,-0.0050000000000000365
60,2022-04-28 10:00:00,sh.600260,1.89,1.88055,13:30:00,-0.004999999999999978
61,2022-04-28 10:00:00,sh.600535,9.98,9.930100000000001,11:30:00,-0.004999999999999916
62,2022-04-29 10:00:00,sh.600291,1.73,1.73,15:00:00,0.0
63,2022-05-05 10:00:00,sh.600291,,,15:00:00,
64,2022-05-05 10:00:00,sh.600804,4.25,4.25,15:00:00,0.0
65,2022-05-06 10:00:00,sh.601003,4.15,4.129250000000001,11:00:00,-0.004999999999999904
66,2022-05-06 10:00:00,sh.600291,,,15:00:00,
67,2022-05-09 10:00:00,sz.002839,5.03,5.00485,11:00:00,-0.005000000000000001
68,2022-05-09 10:00:00,sh.601003,4.12,4.17,15:00:00,0.012135922330097044
69,2022-05-09 10:00:00,sh.600291,,,15:00:00,
70,2022-05-09 10:00:00,sz.000732,1.7,1.7,15:00:00,0.0
71,2022-05-10 10:00:00,sz.002423,6.23,6.3546000000000005,13:30:00,0.020000000000000007
72,2022-05-10 10:00:00,sz.002839,4.83,4.94,15:00:00,0.022774327122153274
73,2022-05-10 10:00:00,sh.601003,4.06,4.1411999999999995,13:30:00,0.019999999999999987
74,2022-05-10 10:00:00,sh.600291,,,15:00:00,
75,2022-05-11 10:00:00,sh.600804,3.47,3.47,15:00:00,0.0
76,2022-05-11 10:00:00,sh.600291,,,15:00:00,
77,2022-05-12 10:00:00,sh.600804,3.34,3.3232999999999997,14:00:00,-0.005000000000000048
78,2022-05-12 10:00:00,sh.600291,,,15:00:00,
79,2022-05-13 10:00:00,sz.002966,6.19,6.159050000000001,11:00:00,-0.004999999999999969
80,2022-05-13 10:00:00,sh.600291,,,15:00:00,
81,2022-05-16 10:00:00,sz.002966,6.08,6.0496,11:30:00,-0.005000000000000034
82,2022-05-16 10:00:00,sh.600291,,,15:00:00,
83,2022-05-17 10:00:00,sz.002563,5.58,5.5521,11:00:00,-0.004999999999999966
84,2022-05-17 10:00:00,sh.600729,21.91,21.80045,14:00:00,-0.004999999999999941
85,2022-05-17 10:00:00,sz.002690,18.03,18.33,15:00:00,0.01663893510815292
86,2022-05-18 10:00:00,sh.600729,21.81,21.70095,11:00:00,-0.004999999999999994
87,2022-05-18 10:00:00,sz.002709,40.2,41.004000000000005,11:30:00,0.02000000000000005
88,2022-05-19 10:00:00,sz.000513,31.42,31.68,15:00:00,0.008274984086569001
89,2022-05-19 10:00:00,sz.002690,17.97,18.21,15:00:00,0.013355592654424151
90,2022-05-19 10:00:00,sz.300244,31.47,32.0994,14:00:00,0.020000000000000125
91,2022-05-19 10:00:00,sz.002603,22.95,23.1,15:00:00,0.006535947712418394
92,2022-05-19 10:00:00,sz.002030,16.59,16.9218,14:30:00,0.020000000000000073
93,2022-05-20 10:00:00,sz.002985,60.2,59.899,14:00:00,-0.005000000000000032
94,2022-05-23 10:00:00,sh.600765,26.5,27.03,11:30:00,0.020000000000000042
95,2022-05-27 10:00:00,sh.600675,3.2,3.22,15:00:00,0.0062500000000000056
96,2022-05-27 10:00:00,sh.603806,79.02,78.6249,11:00:00,-0.004999999999999992
97,2022-05-30 10:00:00,sh.603806,76.62,78.1524,11:00:00,0.01999999999999994
98,2022-06-02 10:00:00,sh.600657,5.42,5.3929,11:00:00,-0.004999999999999982
99,2022-06-02 10:00:00,sh.603605,151.0,154.02,11:30:00,0.020000000000000066
100,2022-06-06 10:00:00,sh.600062,22.25,22.47,15:00:00,0.009887640449438151
101,2022-06-07 10:00:00,sh.600657,5.2,5.304,14:30:00,0.020000000000000018
102,2022-06-08 10:00:00,sz.002648,27.63,27.49185,11:30:00,-0.004999999999999984
103,2022-06-10 10:00:00,sz.300474,60.1,61.1,15:00:00,0.016638935108153077
104,2022-06-13 10:00:00,sh.603290,331.78,334.88,15:00:00,0.00934354090059685
105,2022-06-13 10:00:00,sz.300474,61.06,60.7547,11:00:00,-0.005000000000000042
106,2022-06-14 10:00:00,sz.002110,6.22,6.188899999999999,11:00:00,-0.0050000000000000565
107,2022-06-14 10:00:00,sz.000581,19.19,19.573800000000002,14:30:00,0.020000000000000042
108,2022-06-14 10:00:00,sh.688029,78.58,80.1516,14:00:00,0.020000000000000046
109,2022-06-14 10:00:00,sz.300474,58.59,58.297050000000006,11:30:00,-0.0049999999999999585
110,2022-06-16 10:00:00,sh.600062,20.15,20.552999999999997,11:00:00,0.019999999999999938
111,2022-06-17 10:00:00,sz.002183,7.11,7.16,15:00:00,0.007032348804500678
112,2022-06-17 10:00:00,sz.002110,6.2,6.21,15:00:00,0.0016129032258064171
113,2022-06-17 10:00:00,sh.600350,5.31,5.283449999999999,11:00:00,-0.005000000000000056
114,2022-06-17 10:00:00,sh.600507,7.15,7.11425,11:00:00,-0.0050000000000000235
115,2022-06-17 10:00:00,sh.600372,19.22,19.1239,11:00:00,-0.004999999999999992
116,2022-06-20 10:00:00,sh.600507,7.05,7.08,15:00:00,0.004255319148936206
117,2022-06-20 10:00:00,sz.002568,28.69,28.54655,14:00:00,-0.005000000000000049
118,2022-06-21 10:00:00,sh.600507,7.05,7.06,15:00:00,0.0014184397163120265
119,2022-06-22 10:00:00,sh.600968,2.58,2.5671,11:30:00,-0.005000000000000051
120,2022-06-22 10:00:00,sz.000983,12.53,12.46735,11:30:00,-0.004999999999999972
121,2022-06-23 10:00:00,sz.002648,25.51,25.382450000000002,11:00:00,-0.004999999999999976
122,2022-06-23 10:00:00,sh.600928,3.62,3.67,15:00:00,0.013812154696132548
123,2022-06-23 10:00:00,sh.601168,11.68,11.9136,14:00:00,0.02000000000000008
124,2022-06-23 10:00:00,sz.000630,3.25,3.32,15:00:00,0.02153846153846149
125,2022-06-23 10:00:00,sz.002568,26.37,26.8974,11:00:00,0.020000000000000004
126,2022-06-28 10:00:00,sh.600056,14.79,14.95,15:00:00,0.010818120351588922
127,2022-06-29 10:00:00,sh.600056,15.0,14.925,14:30:00,-0.004999999999999952
128,2022-06-30 10:00:00,sh.600056,14.71,15.0042,13:30:00,0.02
129,2022-07-01 10:00:00,sh.603816,56.75,56.46625,11:00:00,-0.00499999999999996
130,2022-07-04 10:00:00,sh.603816,54.26,55.3452,13:30:00,0.020000000000000007
131,2022-07-04 10:00:00,sh.600885,40.1,40.71,15:00:00,0.015211970074812953
132,2022-07-04 10:00:00,sh.600755,7.34,7.37,15:00:00,0.0040871934604904975
133,2022-07-04 10:00:00,sh.603883,33.8,34.476,13:30:00,0.02000000000000006
134,2022-07-05 10:00:00,sh.600466,1.52,1.53,15:00:00,0.006578947368421058
135,2022-07-05 10:00:00,sh.603806,62.52,62.2074,14:00:00,-0.005000000000000053
136,2022-07-05 10:00:00,sh.600885,40.16,39.959199999999996,11:00:00,-0.005000000000000024
137,2022-07-08 10:00:00,sh.600315,35.53,35.44,15:00:00,-0.0025330706445258486
138,2022-07-08 10:00:00,sz.002572,24.44,24.46,15:00:00,0.0008183306055646306
139,2022-07-08 10:00:00,sh.601992,2.61,2.61,15:00:00,0.0
140,2022-07-08 10:00:00,sh.600373,9.38,9.3331,13:30:00,-0.005000000000000088
141,2022-07-11 10:00:00,sz.000401,9.97,10.02,15:00:00,0.005015045135406112
142,2022-07-11 10:00:00,sh.601992,2.6,2.587,11:00:00,-0.004999999999999962
143,2022-07-11 10:00:00,sh.601975,3.24,3.3048,11:30:00,0.01999999999999999
144,2022-07-11 10:00:00,sh.603638,19.05,18.95475,11:00:00,-0.005000000000000003
145,2022-07-11 10:00:00,sz.002791,110.01,109.45995,11:00:00,-0.004999999999999989
146,2022-07-12 10:00:00,sh.603486,103.82,103.3009,11:00:00,-0.004999999999999948
147,2022-07-12 10:00:00,sh.600315,34.75,34.57625,11:30:00,-0.004999999999999951
148,2022-07-12 10:00:00,sh.600623,7.43,7.392849999999999,11:30:00,-0.0050000000000000626
149,2022-07-13 10:00:00,sz.000825,5.27,5.28,15:00:00,0.0018975332068312477
150,2022-07-13 10:00:00,sh.601233,14.78,14.82,15:00:00,0.0027063599458728637
151,2022-07-13 10:00:00,sh.603077,3.94,4.0188,11:00:00,0.019999999999999938
152,2022-07-13 10:00:00,sh.603260,102.56,103.61,15:00:00,0.010237909516380627
153,2022-07-13 10:00:00,sh.603486,101.64,103.08,15:00:00,0.014167650531286873
154,2022-07-14 10:00:00,sz.002572,18.88,18.7856,11:00:00,-0.005000000000000014
155,2022-07-14 10:00:00,sh.600704,4.8,4.85,15:00:00,0.01041666666666663
156,2022-07-14 10:00:00,sz.002221,8.37,8.48,15:00:00,0.01314217443249716
157,2022-07-14 10:00:00,sz.002075,4.6,4.59,15:00:00,-0.0021739130434782145
158,2022-07-14 10:00:00,sh.603866,14.32,14.2484,13:30:00,-0.005000000000000007
159,2022-07-15 10:00:00,sh.600867,9.73,9.69,15:00:00,-0.004110996916752407
160,2022-07-15 10:00:00,sh.603638,17.89,18.2478,11:00:00,0.020000000000000056
161,2022-07-15 10:00:00,sh.601969,8.04,7.999799999999999,11:30:00,-0.005000000000000057
162,2022-07-15 10:00:00,sz.000998,14.81,14.73595,13:30:00,-0.004999999999999981
163,2022-07-15 10:00:00,sz.300146,19.21,19.11,15:00:00,-0.005205622071837658
164,2022-07-18 10:00:00,sz.002572,17.8,18.156000000000002,11:00:00,0.02000000000000009
165,2022-07-18 10:00:00,sz.300146,19.02,19.25,15:00:00,0.012092534174553124
166,2022-07-19 10:00:00,sh.603737,105.25,104.72375,11:30:00,-0.0050000000000000435
167,2022-07-19 10:00:00,sz.002589,4.45,4.49,15:00:00,0.008988764044943828
168,2022-07-19 10:00:00,sz.002791,88.13,87.68934999999999,11:30:00,-0.005000000000000058
169,2022-07-19 10:00:00,sh.600804,3.32,3.34,15:00:00,0.006024096385542174
170,2022-07-19 10:00:00,sh.600064,6.83,6.89,15:00:00,0.008784773060029226
171,2022-07-20 10:00:00,sz.002791,85.31,84.88345,14:00:00,-0.00500000000000007
172,2022-07-20 10:00:00,sh.600064,6.87,6.83,15:00:00,-0.005822416302765653
173,2022-07-21 10:00:00,sz.002791,84.27,83.84864999999999,11:00:00,-0.005000000000000046
174,2022-07-21 10:00:00,sh.600064,6.79,6.75605,11:00:00,-0.004999999999999989
175,2022-07-22 10:00:00,sz.002572,17.72,17.6314,11:30:00,-0.004999999999999976
176,2022-07-22 10:00:00,sz.000830,14.28,14.208599999999999,11:00:00,-0.00500000000000004
177,2022-07-22 10:00:00,sh.603737,100.7,100.1965,11:30:00,-0.005000000000000024
178,2022-07-22 10:00:00,sh.600064,6.68,6.646599999999999,11:30:00,-0.005000000000000048
179,2022-07-26 10:00:00,sz.002128,13.02,13.2,15:00:00,0.013824884792626706
180,2022-07-26 10:00:00,sh.600808,3.12,3.18,15:00:00,0.019230769230769246
181,2022-07-26 10:00:00,sh.600039,10.27,10.46,15:00:00,0.01850048685491736
182,2022-07-27 10:00:00,sh.603882,71.62,72.15,15:00:00,0.007400167550963434
183,2022-07-29 10:00:00,sz.002603,22.82,22.7059,11:00:00,-0.0050000000000000235
184,2022-07-29 10:00:00,sh.600062,21.46,21.352700000000002,11:00:00,-0.004999999999999935
